Regno,Compound,Chemotype,Smiles,>90,>80,>70,AAK1,ABL1-nonphosphorylated,ABL1-phosphorylated,ABL2,ACVR1,ACVR1B,ACVR2A,ACVR2B,ACVRL1,ADCK3,ADCK4,AKT1,AKT2,AKT3,ALK,AMPK-alpha1,AMPK-alpha2,ANKK1,ARK5,ASK1,ASK2,AURKA,AURKB,AURKC,AXL,BIKE,BLK,BMPR1A,BMPR1B,BMPR2,BMX,BRAF,BRK,BRSK1,BRSK2,BTK,BUB1,CAMK1,CAMK1B,CAMK1D,CAMK1G,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CASK,CDC2L1,CDC2L2,CDC2L5,CDK11,CDK2,CDK3,CDK4,CDK4-cyclinD1,CDK4-cyclinD3,CDK5,CDK7,CDK8,CDK9,CDKL1,CDKL2,CDKL3,CDKL5,CHEK1,CHEK2,CIT,CLK1,CLK2,CLK3,CLK4,CSF1R,CSF1R-autoinhibited,CSK,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,CSNK2A1,CSNK2A2,CTK,DAPK1,DAPK2,DAPK3,DCAMKL1,DCAMKL2,DCAMKL3,DDR1,DDR2,DLK,DMPK,DMPK2,DRAK1,DRAK2,DYRK1A,DYRK1B,DYRK2,EGFR,EIF2AK1,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,ERBB2,ERBB3,ERBB4,ERK1,ERK2,ERK3,ERK4,ERK5,ERK8,ERN1,FAK,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3-autoinhibited,FLT4,FRK,FYN,GAK,"GCN2(Kin.Dom.2,S808G)",GRK1,GRK2,GRK3,GRK4,GRK7,GSK3A,GSK3B,HASPIN,HCK,HIPK1,HIPK2,HIPK3,HIPK4,HPK1,HUNK,ICK,IGF1R,IKK-alpha,IKK-beta,IKK-epsilon,INSR,INSRR,IRAK1,IRAK3,IRAK4,ITK,JAK1(JH1domain-catalytic),JAK1(JH2domain-pseudokinase),JAK2(JH1domain-catalytic),JAK3(JH1domain-catalytic),JNK1,JNK2,JNK3,KIT,KIT-autoinhibited,LATS1,LATS2,LCK,LIMK1,LIMK2,LKB1,LOK,LRRK2,LTK,LYN,LZK,MAK,MAP3K1,MAP3K15,MAP3K2,MAP3K3,MAP3K4,MAP4K2,MAP4K3,MAP4K4,MAP4K5,MAPKAPK2,MAPKAPK5,MARK1,MARK2,MARK3,MARK4,MAST1,MEK1,MEK2,MEK3,MEK4,MEK5,MEK6,MELK,MERTK,MET,MINK,MKK7,MKNK1,MKNK2,MLCK,MLK1,MLK2,MLK3,MRCKA,MRCKB,MST1,MST1R,MST2,MST3,MST4,MTOR,MUSK,MYLK,MYLK2,MYLK4,MYO3A,MYO3B,NDR1,NDR2,NEK1,NEK10,NEK11,NEK2,NEK3,NEK4,NEK5,NEK6,NEK7,NEK9,NIK,NIM1,NLK,OSR1,PAK1,PAK2,PAK3,PAK4,PAK6,PAK7,PCTK1,PCTK2,PCTK3,PDGFRA,PDGFRB,PDPK1,PFTAIRE2,PFTK1,PHKG1,PHKG2,PIK3C2B,PIK3C2G,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK4CB,PIKFYVE,PIM1,PIM2,PIM3,PIP5K1A,PIP5K1C,PIP5K2B,PIP5K2C,PKAC-alpha,PKAC-beta,PKMYT1,PKN1,PKN2,PLK1,PLK2,PLK3,PLK4,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKR,PRKX,PRP4,PYK2,QSK,RAF1,RET,RIOK1,RIOK2,RIOK3,RIPK1,RIPK2,RIPK4,RIPK5,ROCK1,ROCK2,ROS1,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5(Kin.Dom.2-C-terminal),RSK1(Kin.Dom.1-N-terminal),RSK1(Kin.Dom.2-C-terminal),RSK2(Kin.Dom.1-N-terminal),RSK2(Kin.Dom.2-C-terminal),RSK3(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.2-C-terminal),RSK4(Kin.Dom.1-N-terminal),RSK4(Kin.Dom.2-C-terminal),S6K1,SBK1,SGK,SGK2,SGK3,SIK,SIK2,SLK,SNARK,SNRK,SRC,SRMS,SRPK1,SRPK2,SRPK3,STK16,STK33,STK35,STK36,STK39,SYK,SgK110,TAK1,TAOK1,TAOK2,TAOK3,TBK1,TEC,TESK1,TGFBR1,TGFBR2,TIE1,TIE2,TLK1,TLK2,TNIK,TNK1,TNK2,TNNI3K,TRKA,TRKB,TRKC,TRPM6,TSSK1B,TSSK3,TTK,TXK,TYK2(JH1domain-catalytic),TYK2(JH2domain-pseudokinase),TYRO3,ULK1,ULK2,ULK3,VEGFR2,VPS34,VRK2,WEE1,WEE2,WNK1,WNK2,WNK3,WNK4,YANK1,YANK2,YANK3,YES,YSK1,YSK4,ZAK,ZAP70,p38-alpha,p38-beta,p38-delta,p38-gamma
SB-390766,UNC10225299A,3-anilino-4-aryl maleimide,COc1ccc(cc1)C1=C(Nc2cccc(O)c2)C(=O)NC1=O,20,27,29,20,0,0,13,0,0,0,0,0,0,9,0,12,0,73,100,10,32,0,35,7,13,33,0,35,0,0,0,0,24,0,6,21,7,49,0,50,23,73,27,26,0,0,11,0,0,0,0,39,0,0,0,93.8,98.3,42,35,20,9,0,0,0,0,0,7,32,3,2,0,4,86,84,22,85,0,0,15,0,7,94,20,4,0,19,0,19,1,0,0,52,13,0,1,1,17,19,0,0,3,0,70,100,30,32,5,11,0,0,0,0,0,4,11,9,87,5,0,10,11,0,12,0,0,6,22,100,15,20,98.1,0,0,0,0,0,27,0,5,0,0,35,11,34,0,61,0,0,33,0,0,41,35,0,41,0,2,63,93.5,36,0,10,0,26,44,0,2,0,60,0,45,7,58,0,13,0,21,16,1,14,2,0,0,0,0,10,0,0,5,30,52,6,0,24,0,0,0,0,0,0,0,0,0,0,46,0,0,19,0,0,0,0,0,17,0,99.4,28,0,0,73,93.5,17,2,0,0,0,0,2,7,100,100,0,0,31,3,3,12,4,0,0,9,0,0,42,19,0,18,5,34,0,0,0,6,0,35,4,15,12,30,0,10,0,5,0,16,0,26,0,4,13,0,21,0,0,0,0,2,0,9,0,9,0,0,4,82,0,10,0,0,13,0,38,95.9,0,0,13,0,49,0,18,0,0,4,0,0,0,0,0,49,0,12,96.2,25,22,0,0,0,32,10,0,18,19,0,0,0,2,0,32,0,24,96.4,3,21,0,20,17,8,0,11,9,0,0,27,0,0,0,0,49,0,0,34,100,0,100,34,0,100,0,0,1,0,0,14,12,20,0,0,0,0,4,0,0,5,27,0,41,51,30,8,12,0,8,25,46,0,26,0,25,0,0,0,90,6,16,99.7,34,87,0,0,17,0,0,44,7,0,23,0,94.4,0
SB-733894,UNC10225300A,3-acylamino-6-aryl-indazole,Fc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1F,6,7,10,100,45,40,0,24,21,17,18,29,6,0,0,0,1,0,0,0,0,0,0,5,23,25,54,0,21,0,31,31,52,0,0,0,54,58,0,0,26,0,12,100,19,13,1,7,0,8,13,30,2,0,8,5,22,0,0,0,30,0,17,89,5,37,95,48,0,3,0,6,0,13,0,0,7,0,0,16,0,17,0,0,4,0,0,29,56,20,24,35,21,0,0,0,0,0,0,0,0,0,2,0,14,12,23,13,16,18,1,0,0,0,0,0,20,10,62,31,0,0,27,0,0,0,0,11,28,5,3,0,53,0,0,0,0,61,0,0,12,0,0,0,6,0,44,0,0,0,55,0,25,9,0,29,15,19,3,0,0,22,0,0,5,11,41,0,0,10,0,0,0,67,27,18,32,0,1,18,6,0,22,0,0,0,0,0,0,0,0,100,21,4,0,6,30,0,0,12,32,0,0,0,27,25,0,7,18,1,11,15,1,45,20,0,0,0,58,0,0,20,18,0,0,4,6,17,0,6,31,0,8,0,0,8,90.2,0,2,0,5,0,0,0,0,5,39,3,0,0,7,0,0,0,72,0,3,41,2,12,0,1,0,8,5,23,51,19,0,0,3,25,17,15,0,0,0,19,8,100,8,0,32,0,0,0,0,0,0,40,39,6,0,26,13,22,7,0,0,21,19,0,0,0,0,0,3,0,4,0,26,12,0,47,0,52,72,0,18,31,0,9,7,0,2,0,2,13,6,0,0,52,0,0,0,22,11,32,29,12,0,0,0,1,3,0,3,44,22,5,12,0,0,9,0,0,17,48,23,0,16,18,4,8,1,14,0,17,0,5,72,10,2,0,38,11,34,0,0,0,1,0,1,0,0,0,51,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,60,0,2,0,24
GW560459,UNC10225301A,4-pyridinyl_ortho-aryl_azoles,Nc1nc(c(s1)-c1ccnc2ccccc12)-c1ccccc1F,5,9,12,12,0,0,3,6,0,0,0,0,0,22,0,0,0,31,0,1,16,0,3,0,0,5,17,0,17,39,0,13,2,0,7,0,0,4,0,61,6,0,0,0,0,0,0,10,0,10,4,0,0,8,0,0,0,0,32,11,0,0,0,39,0,0,26,0,0,0,14,30,12,0,8,7,0,24,0,72,7,66,51,13,1,25,0,0,0,0,0,13,12,1,1,7,34,36,0,3,0,3,9,4,0,36,0,0,0,0,0,0,0,0,0,34,0,0,1,0,71,0,36,10,0,0,0,0,0,0,0,13,0,0,0,0,75,7,30,25,0,0,0,39,79,6,0,0,50,0,0,3,0,25,0,0,0,3,0,7,12,0,20,28,9,18,94.4,0,30,17,15,3,18,0,9,0,56,87,87,9,0,0,0,11,1,0,0,0,8,22,0,30,23,3,0,0,0,1,0,0,11,0,9,0,0,0,4,0,0,0,0,0,40,50,5,0,0,0,81,15,12,0,0,0,0,5,15,0,8,33,0,7,0,21,0,11,8,1,20,0,16,0,7,3,0,0,1,0,0,0,8,53,17,22,27,4,18,18,14,0,0,0,9,0,13,0,6,0,12,5,7,0,0,0,0,0,12,0,0,0,0,0,3,13,46,4,59,0,3,0,3,0,2,0,0,0,0,17,11,13,0,0,0,27,1,0,0,4,33,0,0,8,0,40,52,25,0,98,0,0,14,24,4,3,0,10,1,0,35,6,95.6,0,1,0,89,0,6,15,1,5,0,0,4,8,0,0,0,25,0,0,7,0,0,0,1,32,0,0,0,0,0,20,0,12,16,0,0,3,0,0,65,0,3,94.1,0,26,31,32,14,10,20,0,7,32,0,0,0,4,0,0,37,0,0,11,7,35,48,39,8,0,0,13,13,17,13,99.8,0,36,0
SKF-97620,UNC10225302A,6-aminopurines and related,CCC(CC)(CC)n1cnc2c(N)ncnc12,3,3,3,0,27,6,1,0,10,0,0,0,0,9,11,0,2,0,8,54,17,0,2,26,28,24,0,0,0,0,7,16,53,0,10,0,0,15,0,48,3,18,4,6,0,0,0,0,8,0,0,42,0,0,20,0,0,3,28,0,0,5,22,30,0,13,0,0,23,0,0,13,0,0,6,16,0,35,0,0,1,0,5,4,0,0,0,0,0,16,9,12,0,0,0,0,24,0,7,0,7,25,0,0,20,0,30,0,100,11,15,0,16,22,23,9,0,18,0,9,20,46,32,0,0,0,0,0,1,26,0,0,10,17,100,0,4,4,4,11,19,0,23,7,3,0,40,16,0,8,14,0,35,9,9,17,10,19,8,0,34,32,0,30,8,0,0,4,33,0,0,9,10,0,22,22,29,24,4,0,0,24,0,14,10,0,70,23,9,6,0,36,12,21,24,40,0,0,25,0,0,0,0,10,24,15,34,37,32,10,21,36,43,45,14,0,40,0,15,0,0,10,0,0,3,1,0,13,6,0,7,10,30,14,11,0,19,0,0,35,42,16,0,65,0,0,23,0,0,0,0,0,0,28,17,19,10,51,14,0,0,10,2,0,0,24,0,0,0,0,0,0,0,9,6,27,22,5,40,33,0,6,5,30,9,0,0,11,14,2,0,0,45,32,21,7,8,47,20,16,0,0,8,0,14,3,0,0,14,7,27,7,4,21,8,0,0,1,41,25,44,0,0,24,13,14,4,0,34,41,10,0,22,40,2,16,51,0,3,15,0,1,24,28,30,0,22,14,20,22,2,0,0,4,0,11,8,6,48,2,22,15,35,0,52,0,21,8,27,2,100,6,0,0,41,26,37,58,0,3,0,0,21,41,12,31,2,42,13,34,0,9,6,21,0,26,23,18,12,9,0,0,31,0,29,3,8,0,1
SB-326892,UNC10225303A,3-anilino-4-aryl maleimide,COc1ccc(cc1)C1=C(Nc2cccc(Cl)c2)C(=O)NC1=O,5,8,9,0,10,0,1,0,20,3,20,16,18,18,0,0,17,0,18,0,0,100,4,0,1,0,20,2,24,6,10,0,5,15,0,0,4,22,0,0,0,0,5,0,0,0,3,0,7,1,0,16,0,1,0,0,0,0,0,8,0,0,0,20,0,27,0,0,3,0,0,25,83,81,0,59,0,0,0,0,0,0,0,0,0,22,0,16,35,69,0,0,6,0,32,0,0,5,0,0,4,0,31,23,17,10,0,32,7,0,20,0,15,0,0,2,0,14,29,18,8,34,0,0,0,0,0,0,47,16,0,0,16,29,7,12,0,37,10,0,0,16,0,0,1,100,0,0,0,9,0,80,14,0,19,28,50,59,0,0,0,0,0,0,0,0,1,1,0,20,0,0,100,8,0,20,0,2,0,10,6,20,22,0,3,7,0,27,0,40,0,0,16,17,0,22,12,23,10,0,2,7,0,0,0,0,11,21,0,0,13,0,0,6,0,18,2,0,12,0,5,0,0,0,24,0,0,0,8,9,28,0,0,14,0,0,0,22,0,15,0,0,0,26,0,4,5,0,3,17,0,0,32,16,0,0,0,10,22,0,0,2,0,2,0,0,9,0,0,0,0,1,21,100,14,0,100,21,0,0,0,0,0,0,5,31,0,0,11,0,8,0,38,0,9,0,29,0,0,16,29,0,3,0,0,0,0,0,0,0,0,27,0,29,0,23,0,0,0,0,0,0,0,8,6,0,2,0,57,7,6,13,0,13,7,0,0,0,0,9,11,0,84,8,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,12,0,22,3,23,5,7,0,0,44,0,0,36,0,0,0,0,0,0,0,0,0,20,0,0,47,0,0,12,0,7,0,19,7,0,0,0,0,0,0,0,0,0,11,20,0,2,7,19,0
SB-601436,UNC10225304A,3-amino-5-aryl-pyrazolopyridine,CCCC(=O)Nc1n[nH]c2ncccc12,0,0,0,0,24,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,18,0,18,9,19,0,0,17,28,7,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,8,0,4,0,2,0,0,7,1,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,11,0,8,0,0,14,0,25,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,30,0,13,0,0,0,0,0,0,13,0,0,0,11,38,9,29,0,20,0,0,0,6,28,7,0,0,0,0,0,0,0,0,0,0,5,4,18,0,20,6,1,0,0,40,0,14,0,0,0,3,0,4,0,0,7,0,29,5,34,11,5,0,0,0,16,5,0,0,0,0,0,0,13,21,14,0,0,0,5,0,0,0,0,11,0,0,0,1,0,0,0,12,0,0,0,0,0,2,0,0,0,12,9,0,0,0,4,0,0,0,0,0,13,0,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,7,12,0,0,0,0,24,0,39,0,0,10,0,0,9,0,7,7,0,0,19,0,0,0,0,0,0,5,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,19,0,0,0,0,0,0,2,7,17,10,0,0,0,0,0,0,4,16,0,10,3,0,0,4,0,8,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,28,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,20,0,0,0,0,13
GW468513,UNC10225305A,4-pyridinyl_ortho-aryl_azoles,COc1cccc2c(c(nn12)-c1ccc(F)cc1)-c1ccncc1,10,17,20,10,0,0,5,31,76,0,3,3,43,38,0,34,5,27,0,18,11,19,0,0,0,0,17,13,26,49,0,0,7,11,38,1,3,0,0,90,0,0,0,1,0,0,0,13,0,6,5,0,0,4,0,8,4,6,0,27,0,0,0,42,0,2,38,0,0,0,0,98,6,0,6,17,0,24,0,93.6,50,90.7,99.8,10,14,31,11,12,8,0,0,21,0,0,0,96.2,90,46,0,98.9,0,0,15,0,0,71,0,5,17,0,18,0,41,0,3,6,0,38,13,37,50,21,68,5,0,0,0,0,16,0,0,13,1,11,0,1,0,13,29,22,0,13,5,27,83,18,0,0,38,0,0,4,3,15,0,0,0,10,4,37,18,9,9,0,14,3,11,9,28,24,7,8,0,67,11,0,96,99.8,99.9,8,0,0,8,23,0,0,0,0,48,28,0,0,27,5,0,3,0,6,0,0,33,2,13,0,0,0,0,3,15,0,1,0,19,33,0,0,0,84,78,0,22,0,6,0,1,4,60,67,31,15,0,0,0,20,21,12,0,0,4,0,8,0,0,0,0,0,0,4,7,0,0,0,0,14,86,7,0,10,61,0,0,0,0,11,0,0,21,10,5,0,18,0,0,0,0,0,11,0,0,0,9,0,0,0,64,6,26,23,31,0,6,0,0,0,0,0,6,25,30,26,41,29,20,43,0,0,0,10,25,12,0,33,22,32,13,26,0,56,8,0,0,28,0,4,0,23,0,0,48,0,20,3,0,23,86,3,0,0,0,9,0,0,23,9,0,1,0,0,0,2,5,1,0,54,14,0,0,0,0,0,0,2,4,0,65,47,33,0,0,0,69,0,14,6,17,11,0,9,49,21,0,6,25,67,0,3,0,0,0,10,12,4,0,0,0,31,24,65,72,72,15,4,6,16,9,99.9,82,34,0
GSK1379800,UNC10225306A,2-anilino-4-piperidinopyrimidine,Fc1ccc(Nc2nccc(n2)N2CCC(CC2)NC(=O)Nc2ccccc2F)cc1,0,0,0,17,0,0,12,6,0,0,0,0,1,64,0,11,0,17,14,0,1,0,4,17,15,0,54,15,39,0,8,0,12,3,0,0,0,0,0,63,0,36,5,0,0,0,3,15,0,0,3,0,0,34,0,9,0,0,28,2,0,0,0,51,0,0,17,0,0,0,0,0,9,0,0,0,5,46,0,0,27,54,60,3,0,12,0,0,0,0,0,20,0,0,0,0,31,24,0,4,0,0,4,12,0,47,0,0,0,0,5,0,5,0,0,17,0,11,8,18,33,3,32,3,0,20,0,0,0,0,0,15,0,0,0,0,2,18,29,0,0,0,0,8,0,0,0,0,0,0,0,5,12,9,0,0,0,16,0,34,6,3,10,0,0,22,0,0,24,21,5,0,20,0,0,0,3,0,0,7,0,0,3,5,0,28,0,0,0,0,0,21,23,13,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,4,13,0,15,0,0,0,17,0,0,0,0,0,0,35,0,1,33,2,0,5,17,3,8,16,10,37,0,7,0,0,5,7,0,13,0,33,0,0,0,9,32,12,0,1,0,0,0,0,0,0,0,0,0,11,0,5,15,0,0,0,0,1,0,0,3,0,0,0,0,0,1,47,12,23,0,0,7,0,0,0,0,0,0,0,2,0,18,0,0,2,0,15,0,0,7,45,0,1,16,4,58,0,43,26,0,16,0,10,31,0,9,0,0,26,19,0,0,0,0,0,0,6,0,0,0,0,9,3,0,0,0,0,0,0,11,25,0,16,0,0,0,0,0,0,0,0,0,0,8,0,17,36,0,6,7,0,0,0,0,15,0,0,0,6,0,1,22,0,46,28,43,0,0,0,6,0,0,4,21,0,9,6,37,34,0,0,1,4,0,14,30,47,32,0,45,0
GSK1229496,UNC10225308A,2-anilino-4-aryl-pyrimidine,COc1ccc(Nc2nccc(n2)-c2ccc(NC(=O)c3cc4cc(F)ccc4[nH]3)cc2)cc1,2,2,2,65,0,0,0,0,23,0,0,0,5,29,0,0,0,17,0,0,0,0,2,0,0,5,0,0,33,0,0,0,21,16,0,16,0,0,0,29,0,26,0,6,0,0,3,34,0,0,17,0,0,14,0,22,0,0,39,0,0,0,0,20,0,0,0,0,0,100,26,0,5,0,19,18,0,15,0,0,0,0,21,0,0,17,0,0,0,55,5,1,11,0,0,63,26,36,0,4,69,19,14,0,0,14,0,0,1,1,0,0,0,0,10,3,0,0,16,6,38,13,6,0,0,0,0,0,0,0,0,16,15,0,19,9,0,10,4,0,0,9,0,0,0,0,3,9,22,0,0,0,0,41,0,0,0,0,0,38,0,0,0,0,0,8,0,0,10,0,0,0,0,0,18,0,4,9,3,11,0,0,1,0,38,7,15,0,0,0,0,21,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,18,0,4,0,14,0,0,0,0,0,17,0,0,7,0,0,0,20,0,6,0,28,0,0,7,2,0,0,17,0,0,0,14,0,0,0,30,0,23,8,0,0,0,0,0,5,0,0,0,0,47,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,37,54,17,41,0,0,0,13,0,0,0,0,0,0,6,20,15,0,0,0,100,0,0,0,5,41,0,0,17,0,40,0,53,5,4,0,0,18,10,26,0,0,0,0,13,36,0,20,0,0,20,6,1,17,0,0,1,0,0,0,0,0,0,7,10,14,7,2,0,0,0,0,8,0,0,0,0,0,11,0,7,9,0,0,0,23,0,0,47,0,0,9,13,0,0,0,22,0,0,23,0,0,0,0,8,0,2,0,7,0,0,14,18,51,0,0,0,0,0,8,6,0,4,0,43,1
GW684083,UNC10225309A,4-pyridinyl_ortho-aryl_azoles,Nc1nc(c(s1)-c1ccnc2ccccc12)-c1cccnc1,1,4,10,57,0,0,12,32,10,0,0,12,24,45,0,1,0,22,23,20,5,0,0,10,0,7,10,7,34,58,0,55,28,34,0,9,10,0,8,58,8,0,6,0,0,0,2,27,0,0,19,14,0,12,0,8,0,11,41,16,0,0,0,46,0,13,20,0,0,0,11,45,14,0,100,38,1,0,0,1,9,65,71,10,0,13,2,1,0,0,0,0,18,4,14,0,43,60,0,0,32,0,20,0,9,0,0,0,21,12,4,0,8,0,9,6,0,17,11,28,51,20,8,11,4,0,12,0,0,0,0,24,0,4,20,21,0,24,29,16,0,0,5,12,77,24,0,1,39,8,0,11,7,83,0,11,0,0,0,28,0,0,13,20,0,21,2,0,42,16,1,15,6,0,0,0,23,29,11,23,0,0,26,17,0,0,15,0,0,0,72,14,10,6,0,0,0,0,0,0,16,0,14,0,0,0,0,0,22,0,0,0,1,70,0,6,0,0,51,0,1,0,30,0,0,7,0,0,4,18,10,10,0,27,11,15,0,83,0,0,0,11,0,77,27,13,2,20,0,0,0,4,29,66,9,11,0,4,20,0,0,0,0,0,11,0,28,0,16,27,14,0,0,0,0,0,0,0,0,12,0,0,0,25,58,0,51,0,0,0,0,0,0,0,0,0,0,0,31,21,4,24,34,0,0,0,0,31,19,16,5,11,0,30,38,0,0,10,0,2,44,32,25,0,0,26,0,11,22,3,27,8,0,0,79,18,17,45,9,0,4,0,18,0,0,2,0,3,4,18,17,14,0,0,0,34,48,1,0,0,0,2,0,0,5,14,6,0,0,0,81,0,18,0,59,39,25,14,0,9,0,0,41,62,0,5,0,18,0,72,16,27,11,0,0,31,39,20,18,0,18,0,60,78,0,40,0,27,0
GSK1379883,UNC10225311A,2-anilino-4-aminopyrimidine,COC(=O)c1cccc(NC(=O)NCCNc2ccnc(Nc3ccc(F)cc3)n2)c1,0,2,2,3,0,0,1,6,0,0,0,0,15,48,0,0,0,32,0,18,1,0,0,0,21,0,32,5,22,0,0,0,0,21,0,24,0,0,0,10,27,2,21,0,0,0,0,17,0,11,6,0,0,20,0,16,0,2,34,0,0,0,0,8,0,3,5,0,0,0,5,35,15,0,14,42,14,0,0,0,4,3,29,0,0,25,0,23,0,0,0,13,88,0,24,0,17,31,0,8,0,0,0,14,5,3,0,5,32,0,7,0,20,3,9,4,0,21,6,4,14,15,28,0,11,0,4,0,0,21,0,19,7,0,43,15,0,9,28,0,0,17,1,0,0,6,0,0,17,2,0,19,0,37,0,0,0,0,0,45,90,0,6,0,0,1,0,0,13,0,4,11,30,0,1,0,18,25,7,23,0,0,0,5,0,19,16,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,1,0,0,13,9,0,17,18,0,0,0,7,5,0,0,8,6,0,0,0,25,5,0,0,37,4,11,0,6,31,0,0,27,0,8,10,0,0,0,17,0,0,11,9,0,0,4,0,0,0,0,0,0,0,0,0,0,51,5,9,18,0,0,4,0,9,0,0,8,0,1,0,0,0,34,56,5,22,3,0,10,3,0,4,0,0,0,0,6,34,24,0,21,35,0,7,0,0,4,46,0,0,11,0,23,0,31,22,0,2,0,25,5,17,23,0,22,4,30,0,0,0,0,0,0,11,0,3,0,0,0,0,0,4,0,0,0,0,17,0,7,5,0,0,0,0,5,0,0,0,0,0,16,0,23,13,0,0,0,1,0,0,0,14,0,19,0,12,0,0,23,0,0,11,20,0,0,0,23,5,10,0,39,16,24,0,9,36,0,20,0,14,14,8,0,0,3,0,40,0
SB-710903,UNC10225312A,3-amino-6-aryl-pyrazolopyridine,COc1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2n1,5,10,16,12,83,76,24,18,0,0,22,0,3,48,0,0,0,29,0,13,0,0,12,0,0,35,0,0,0,0,0,35,44,0,0,3,8,3,29,82,0,11,0,0,100,100,8,9,0,6,7,23,0,1,0,0,33,41,52,61,15,0,0,50,0,0,67,0,0,0,0,5,15,100,0,20,10,54,0,0,12,18,16,0,0,10,0,79,0,0,0,13,21,0,6,0,52,72,0,0,2,4,52,0,73,20,5,20,0,0,20,0,23,16,30,0,24,24,16,48,51,0,36,0,0,0,8,0,11,0,0,0,0,0,0,0,9,26,8,0,0,1,0,0,3,1,5,0,75,0,0,88,43,32,0,0,0,41,10,41,1,23,17,50,26,52,0,0,57,0,27,6,9,0,17,0,29,14,5,15,0,9,10,23,14,55,0,0,0,0,1,47,24,35,0,15,0,32,0,0,53,3,16,0,0,0,0,9,42,0,0,0,17,61,0,0,38,28,76,0,32,21,47,19,0,0,21,0,3,29,0,0,0,20,0,11,78,6,45,0,10,16,0,20,36,0,18,0,6,0,0,0,0,46,49,13,0,0,1,0,0,8,10,19,30,0,34,0,10,25,0,0,0,0,0,0,9,0,0,27,12,0,0,58,65,20,64,0,0,8,0,0,0,0,0,6,0,23,10,11,0,0,0,0,0,0,0,0,70,6,0,12,6,38,0,0,99.5,15,27,1,38,49,0,2,0,20,12,20,0,0,22,6,1,5,21,8,0,19,5,2,0,0,30,0,0,0,0,10,50,0,26,0,0,0,17,19,0,0,30,4,0,13,0,36,27,0,0,0,3,0,82,0,9,5,0,66,58,0,0,3,0,0,52,64,0,0,0,9,0,0,66,14,15,45,57,66,87,0,2,0,13,0,92.3,0,48,23,0,40,0
